SD_NM,SD_CD,SGG_NM,SGG_CD,beta,beta_L,beta_U,2012_1,2012_2,2012_3,2012_4,2012_5,2012_6,2012_7,2012_8,2012_9,2012_10,2012_11,2012_12,2013_1,2013_2,2013_3,2013_4,2013_5,2013_6,2013_7,2013_8,2013_9,2013_10,2013_11,2013_12,2014_1,2014_2,2014_3,2014_4,2014_5,2014_6,2014_7,2014_8,2014_9,2014_10,2014_11,2014_12,2015_1,2015_2,2015_3,2015_4,2015_5,2015_6,2015_7,2015_8,2015_9,2015_10,2015_11,2015_12,1mth_avg,2mth_avg,3mth_avg,4mth_avg,5mth_avg,6mth_avg,7mth_avg,8mth_avg,9mth_avg,10mth_avg,11mth_avg,12mth_avg
대구광역시,,달서구,,0.00262,0.00186,0.00337,12,12,10,11,11,6,7,3,7,8,12,14,18,12,14,9,12,10,5,8,6,7,9,11,12,9,7,10,11,5,4,2,5,6,8,6,12,13,6,2,9,8,4,5,4,7,7,7,13,11,9,8,10,7,5,4,5,7,9,9
대구광역시,,달성군,,0.00592,0.00476,0.00702,3,3,3,3,3,2,2,1,2,2,3,4,5,3,4,3,3,3,1,2,2,2,2,3,3,2,2,3,3,2,1,1,1,2,2,2,3,4,1,1,3,2,1,1,1,2,2,2,3,3,2,2,3,2,1,1,1,2,2,2
인천광역시,,중구,,0.00028,-0.00144,0.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,,동구,,0.00076,-0.00095,0.00256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,,남구,,0.00144,0.00048,0.00243,5,4,3,3,4,2,1,1,2,2,3,4,6,4,4,3,6,5,3,3,3,3,5,6,3,3,2,3,2,2,2,1,1,2,2,2,3,4,2,2,2,2,1,2,1,3,2,2,4,3,2,2,3,2,1,1,1,2,3,3
인천광역시,,연수구,,0.00352,0.00225,0.00479,4,3,2,3,3,2,1,1,1,1,2,3,4,3,3,3,4,4,2,3,2,2,3,4,2,2,2,2,2,1,1,1,1,1,2,1,2,3,1,1,2,2,1,1,1,2,1,1,3,2,2,2,2,2,1,1,1,1,2,2
인천광역시,,남동구,,0.00423,0.00326,0.00518,12,9,7,7,8,5,3,2,3,4,8,10,15,9,9,8,16,13,8,9,8,8,13,18,8,7,6,7,5,4,5,3,3,4,6,4,8,12,4,4,6,6,3,5,3,8,5,5,10,9,6,6,8,7,4,4,4,6,8,9
인천광역시,,부평구,,0.00344,0.00255,0.00434,13,10,8,7,8,6,3,2,4,5,8,11,16,10,9,9,17,15,9,10,9,9,14,20,8,7,6,8,5,4,5,3,3,4,6,5,8,12,4,5,6,5,3,5,3,7,5,5,11,9,6,7,9,7,5,5,4,6,8,10
인천광역시,,계양구,,0.0053,0.00409,0.00646,6,5,4,3,4,3,2,1,2,2,4,5,7,4,4,4,9,8,5,5,5,5,6,9,4,3,3,3,2,2,2,1,1,2,3,2,4,6,2,2,3,2,1,2,1,3,2,2,5,4,3,3,4,3,2,2,2,3,3,4
인천광역시,,서구,,0.006,0.00496,0.00702,15,11,8,8,9,6,3,2,4,5,8,11,17,10,10,9,18,15,8,10,9,9,13,18,9,7,6,7,5,4,4,3,3,4,6,4,9,14,5,5,6,6,3,5,3,8,6,6,12,10,7,7,9,7,4,5,4,6,8,9
인천광역시,,강화군,,-0.00203,-0.00357,-0.00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,,옹진군,,0.00014,-0.00367,0.00398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주광역시,,동구,,-0.0002,-0.00185,0.00137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주광역시,,서구,,0.00308,0.00197,0.00417,4,4,3,3,4,2,1,1,2,2,3,3,5,3,4,3,4,3,1,1,2,2,2,3,4,3,2,2,3,2,1,1,2,2,2,1,3,4,0,1,2,2,1,1,1,3,0,1,4,3,2,2,3,2,1,1,1,2,1,2
광주광역시,,남구,,0.00184,0.00051,0.00316,2,2,2,1,2,1,0,0,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,1,1,1,1,2,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0
광주광역시,,북구,,0.00179,0.00068,0.00288,6,5,5,5,7,3,2,1,4,4,5,5,7,5,7,5,7,6,3,3,4,4,4,5,5,5,3,4,5,3,1,2,3,2,3,2,4,6,0,2,3,3,1,2,2,5,0,0,5,5,3,4,5,3,1,2,3,3,3,3
광주광역시,,광산구,,0.00546,0.00447,0.00646,10,8,8,7,10,4,2,3,6,6,8,9,12,8,11,8,11,8,4,4,6,6,6,8,8,7,5,5,7,4,2,2,4,4,4,3,7,8,1,3,5,4,2,3,3,7,2,2,9,7,6,5,8,5,2,3,4,5,5,5
대전광역시,,동구,,0.00154,0.00052,0.0026,2,2,2,2,2,1,1,0,1,1,2,2,3,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,0,1,1,1,1,2,2,0,1,2,1,1,1,1,2,0,0,2,2,1,1,2,1,1,0,1,1,1,1
대전광역시,,중구,,0.00049,-0.00054,0.00152,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
대전광역시,,서구,,0.00016,-0.00083,0.00111,2,2,2,2,2,1,1,0,1,1,2,2,3,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,0,1,1,1,1,2,2,0,1,1,1,1,1,1,2,0,0,2,2,1,1,1,1,1,0,1,1,1,1
대전광역시,,유성구,,0.00321,0.00197,0.00442,3,3,3,3,3,2,1,1,2,2,3,3,4,3,3,3,3,3,1,1,2,2,2,3,3,3,2,2,2,1,1,1,1,1,2,1,3,4,0,1,2,2,1,1,1,3,0,0,3,3,2,2,2,2,1,1,1,2,1,1
대전광역시,,대덕구,,0.00255,0.00134,0.00371,2,2,2,2,2,1,1,0,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,0,1,1,1,1,2,2,0,0,1,1,0,1,1,1,0,0,2,1,1,1,1,1,0,0,1,1,1,1
울산광역시,,중구,,0.00408,0.003,0.00514,3,4,3,4,4,2,3,1,2,2,3,3,4,3,4,2,4,3,2,3,1,2,2,3,3,2,2,2,2,1,1,0,1,1,1,1,3,4,2,1,3,3,2,1,1,2,1,2,3,3,2,2,3,2,2,1,1,1,1,2
울산광역시,,남구,,0.00424,0.00329,0.00519,5,7,5,6,6,4,5,1,4,4,5,5,7,5,7,4,7,7,4,5,3,3,4,5,6,4,3,3,4,2,3,1,1,2,3,2,4,6,3,1,6,4,3,3,1,3,3,3,5,5,4,3,5,4,3,2,2,3,3,3
울산광역시,,동구,,0.00871,0.00732,0.01006,3,3,3,3,4,2,3,1,2,2,3,3,4,3,4,2,4,3,2,3,1,1,2,3,3,2,2,2,2,1,1,0,0,1,1,1,2,3,2,1,3,2,1,1,1,1,1,1,3,2,2,2,3,2,1,1,1,1,1,2
울산광역시,,북구,,0.00853,0.00714,0.00991,3,3,3,3,3,2,3,1,2,2,3,3,4,3,4,2,4,3,2,3,1,1,2,3,3,2,1,1,2,1,1,0,0,1,1,1,2,3,1,1,3,2,1,1,1,1,1,1,3,2,2,1,3,2,1,1,1,1,1,2
울산광역시,,울주군,,0.00502,0.00389,0.00614,3,4,3,3,4,2,3,1,2,2,3,3,4,3,4,3,4,3,2,3,1,2,2,3,3,2,2,2,2,1,1,0,1,1,2,1,3,4,1,1,3,3,1,2,1,2,1,1,3,3,2,2,3,2,1,1,1,1,2,2
세종특별자치시,,세종특별자치시,,0.00335,0.00217,0.00451,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0
강원도,,춘천시,,0.00027,-0.00062,0.00116,2,1,1,1,1,1,0,0,0,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
강원도,,원주시,,0.0018,0.00103,0.00259,5,4,4,4,4,3,2,1,2,3,4,5,6,4,4,4,5,3,2,3,2,2,3,6,4,3,3,3,3,2,2,1,1,2,2,2,3,4,0,1,2,2,1,1,1,2,0,0,4,3,2,3,3,2,1,1,1,2,2,3
강원도,,강릉시,,-0.00014,-0.00151,0.00123,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,동해시,,0.00351,0.0018,0.00512,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
강원도,,태백시,,0.00375,0.00063,0.00676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,속초시,,0.00342,0.00108,0.00573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,삼척시,,0.00116,-0.00099,0.00329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,홍천군,,0.0033,0.00163,0.00495,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,횡성군,,-0.00001,-0.00174,0.00172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,영월군,,0.00122,-0.00071,0.00313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,평창군,,-0.00231,-0.00499,0.00037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,정선군,,-0.0009,-0.00386,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,철원군,,0.00005,-0.00209,0.00204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,화천군,,-0.00135,-0.00447,0.00172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,양구군,,0.0009,-0.0024,0.00403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,인제군,,0.00198,-0.00112,0.00501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,고성군,,0.0011,-0.00222,0.00439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,,양양군,,-0.00364,-0.00702,-0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도,,청주시 상당구,,0.00295,0.00206,0.00383,4,3,4,3,4,2,2,1,2,2,3,5,5,4,4,4,4,3,1,2,2,2,2,4,4,3,2,2,2,1,1,1,1,1,2,2,3,4,0,1,2,2,1,1,1,2,1,1,4,3,2,2,3,2,1,1,1,1,2,3
충청북도,,청주시 흥덕구,,0.00278,0.00201,0.00361,8,7,7,7,7,4,3,2,4,4,7,9,11,7,9,7,8,6,3,4,4,4,5,8,8,7,5,5,4,3,2,1,3,3,5,4,7,9,1,2,5,4,2,3,3,5,1,1,8,7,5,5,6,4,2,2,3,4,4,5
충청북도,,충주시,,0.00266,0.00183,0.00348,4,3,3,3,3,2,1,1,2,2,3,4,4,3,4,3,4,3,2,2,1,2,3,4,3,2,2,2,2,1,1,1,1,1,2,1,2,3,1,1,2,1,1,1,0,2,1,1,3,2,2,2,2,1,1,1,1,1,2,2
충청북도,,제천시,,0.00194,0.00092,0.00294,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
충청북도,,청원군,,0.0015,0.00043,0.00256,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
충청북도,,보은군,,0.00362,0.0019,0.00533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도,,옥천군,,0.00411,0.0026,0.00562,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도,,영동군,,0.0035,0.00182,0.00515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도,,진천군,,0.0025,0.00113,0.00384,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도,,괴산군,,0.00262,0.00104,0.00424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도,,음성군,,0.00519,0.00417,0.00625,2,1,1,1,1,1,1,0,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,1,1,1,1,2,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1
충청북도,,단양군,,0.00193,0.0001,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도,,증평군,,0.00206,-0.00002,0.00403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,,천안시 동남구,,0.00296,0.00204,0.00391,4,3,3,4,4,2,1,1,2,2,3,4,5,3,4,4,4,3,2,2,2,2,3,4,3,3,2,2,2,1,1,1,1,2,2,1,3,4,0,1,2,2,1,1,1,2,0,0,3,3,2,2,3,2,1,1,1,2,2,2
충청남도,,천안시 서북구,,0.0024,0.00138,0.00343,3,3,3,3,3,2,1,1,2,2,3,4,5,3,4,4,4,3,1,2,2,2,3,3,3,3,2,3,2,1,1,1,1,2,2,1,3,4,0,1,2,2,1,2,1,2,0,0,3,3,2,2,2,2,1,1,1,2,2,2
충청남도,,공주시,,0.00209,0.00088,0.0033,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
충청남도,,보령시,,0.00011,-0.00133,0.00157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,,아산시,,0.00184,0.00093,0.00275,3,3,3,3,3,2,1,1,2,1,2,3,4,3,3,3,4,3,1,2,2,2,2,3,3,3,2,2,2,1,1,1,1,2,1,1,2,3,0,1,2,2,1,1,1,2,0,0,3,3,2,2,2,2,1,1,1,1,1,1
충청남도,,서산시,,-0.00334,-0.00476,-0.00194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,,논산시,,0.00165,0.00054,0.00272,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
충청남도,,계룡시,,0.0014,-0.00171,0.00446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,,당진시,,-0.00163,-0.00279,-0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,,금산군,,0.00233,0.00069,0.00398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,,부여군,,0.00236,0.00101,0.00369,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,,서천군,,0.00025,-0.00127,0.00178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,,청양군,,0.0003,-0.00166,0.00231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,,홍성군,,0.00159,0.00017,0.00297,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,,예산군,,0.00038,-0.00089,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,,태안군,,-0.00422,-0.00635,-0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전라북도,,전주시 완산구,,0.00055,-0.00017,0.00129,3,2,2,2,3,1,1,1,1,1,2,3,3,3,3,2,3,2,1,1,2,2,2,2,2,3,1,1,2,1,0,0,1,1,1,1,2,2,0,1,1,1,1,1,1,2,0,0,2,2,1,1,2,1,0,0,1,1,1,1
